exp8_8_1,Number of Total Clusters
Area of Cluster189,0.0
Area of Cluster190,0.0
Area of Cluster191,0.0
Area of Cluster192,0.0
Area of Cluster193,0.0
Area of Cluster194,0.0
Area of Cluster195,0.0
Area of Cluster196,0.0
Area of Cluster197,0.0
Area of Cluster198,0.0
Area of Cluster199,0.0
Area of Cluster200,0.0
Area of Cluster201,0.0
Area of Cluster202,0.0
Area of Cluster203,0.0
Area of Cluster204,0.0
Area of Cluster205,0.0
Area of Cluster206,0.0
Area of Cluster207,0.0
Area of Cluster208,0.0
Area of Cluster209,0.0
Area of Cluster210,0.0
Area of Cluster211,0.0
Area of Cluster212,0.0
Area of Cluster213,0.0
Area of Cluster214,0.0
Area of Cluster215,0.0
Area of Cluster216,0.0
Area of Cluster217,0.0
Area of Cluster218,0.0
Area of Cluster219,0.0
Area of Cluster220,0.0
Area of Cluster221,0.0
Area of Cluster222,0.0
Area of Cluster223,0.0
Area of Cluster224,0.0
Area of Cluster225,0.0
Area of Cluster226,0.0
Area of Cluster227,0.0
Area of Cluster228,0.0
Area of Cluster229,0.0
Area of Cluster230,0.0
Area of Cluster231,0.0
Area of Cluster232,0.0
Area of Cluster233,0.0
Area of Cluster234,0.0
Area of Cluster235,0.0
Area of Cluster236,0.0
Area of Cluster237,0.0
Area of Cluster238,0.0
Area of Cluster239,0.0
Area of Cluster240,0.0
Area of Cluster241,0.0
Area of Cluster242,0.0
Area of Cluster243,0.0
Area of Cluster244,0.0
Area of Cluster245,0.0
Area of Cluster246,0.0
Area of Cluster247,0.0
Area of Cluster248,0.0
Area of Cluster249,0.0
Area of Cluster250,0.0
Area of Cluster251,0.0
Area of Cluster252,0.0
Area of Cluster253,0.0
Area of Cluster254,0.0
Area of Cluster255,0.0
Area of Cluster256,0.0
Area of Cluster257,0.0
Area of Cluster258,0.0
Area of Cluster259,0.0
Area of Cluster260,0.0
Area of Cluster261,0.0
Area of Cluster262,0.0
Area of Cluster263,0.0
Area of Cluster264,0.0
Area of Cluster265,0.0
Area of Cluster266,0.0
Area of Cluster267,0.0
Area of Cluster268,0.0
Area of Cluster269,0.0
Area of Cluster270,0.0
Area of Cluster271,0.0
Area of Cluster272,0.0
Area of Cluster273,0.0
Area of Cluster274,0.0
Area of Cluster275,0.0
Area of Cluster276,0.0
Area of Cluster277,0.0
Area of Cluster278,0.0
Area of Cluster279,0.0
Area of Cluster280,0.0
Area of Cluster281,0.5
Area of Cluster282,0.5
Area of Cluster283,0.5
Area of Cluster284,0.5
Area of Cluster285,0.5
Area of Cluster286,0.5
Area of Cluster287,0.5
Area of Cluster288,0.5
Area of Cluster289,0.5
Area of Cluster290,0.5
Area of Cluster291,0.5
Area of Cluster292,0.5
Area of Cluster293,0.5
Area of Cluster294,0.5
Area of Cluster295,0.5
Area of Cluster296,0.5
Area of Cluster297,0.5
Area of Cluster298,0.5
Area of Cluster299,0.5
Area of Cluster300,0.5
Area of Cluster301,0.5
Area of Cluster302,0.5
Area of Cluster303,0.5
Area of Cluster304,0.5
Area of Cluster305,0.5
Area of Cluster306,0.5
Area of Cluster307,0.5
Area of Cluster308,0.5
Area of Cluster309,0.5
Area of Cluster310,0.5
Area of Cluster311,0.5
Area of Cluster312,0.5
Area of Cluster313,0.5
Area of Cluster314,0.5
Area of Cluster315,0.5
Area of Cluster316,0.5
Area of Cluster317,0.5
Area of Cluster318,0.5
Area of Cluster319,0.5
Area of Cluster320,0.5
Area of Cluster321,0.5
Area of Cluster322,0.5
Area of Cluster323,0.5
Area of Cluster324,1.0
Area of Cluster325,1.0
Area of Cluster326,1.0
Area of Cluster327,1.0
Area of Cluster328,1.0
Area of Cluster329,1.0
Area of Cluster330,1.0
Area of Cluster331,1.0
Area of Cluster332,1.0
Area of Cluster333,1.0
Area of Cluster334,1.0
Area of Cluster335,1.0
Area of Cluster336,1.0
Area of Cluster337,1.0
Area of Cluster338,1.0
Area of Cluster339,1.0
Area of Cluster340,1.0
Area of Cluster341,1.0
Area of Cluster342,1.0
Area of Cluster343,1.0
Area of Cluster344,1.0
Area of Cluster345,1.0
Area of Cluster346,1.0
Area of Cluster347,1.0
Area of Cluster348,1.0
Area of Cluster349,1.0
Area of Cluster350,1.0
Area of Cluster351,1.0
Area of Cluster352,1.0
Area of Cluster353,1.0
Area of Cluster354,1.0
Area of Cluster355,1.0
Area of Cluster356,1.0
Area of Cluster357,1.0
Area of Cluster358,1.0
Area of Cluster359,1.0
Area of Cluster360,1.0
Area of Cluster361,1.0
Area of Cluster362,1.0
Area of Cluster363,1.0
Area of Cluster364,1.0
Area of Cluster365,1.0
Area of Cluster366,1.0
Area of Cluster367,1.0
Area of Cluster368,1.0
Area of Cluster369,1.0
Area of Cluster370,1.0
Area of Cluster371,1.0
Area of Cluster372,1.0
Area of Cluster373,1.5
Area of Cluster374,1.5
Area of Cluster375,1.5
Area of Cluster376,1.5
Area of Cluster377,1.5
Area of Cluster378,1.5
Area of Cluster379,1.5
Area of Cluster380,1.5
Area of Cluster381,1.5
Area of Cluster382,1.5
Area of Cluster383,1.5
Area of Cluster384,1.5
Area of Cluster385,1.5
Area of Cluster386,1.5
Area of Cluster387,1.5
Area of Cluster388,1.5
Area of Cluster389,1.5
Area of Cluster390,1.5
Area of Cluster391,1.5
Area of Cluster392,1.5
Area of Cluster393,1.5
Area of Cluster394,1.5
Area of Cluster395,1.5
Area of Cluster396,1.5
Area of Cluster397,1.5
Area of Cluster398,1.5
Area of Cluster399,1.5
Area of Cluster400,1.5
Area of Cluster401,1.5
Area of Cluster402,1.5
Area of Cluster403,1.5
Area of Cluster404,1.5
Area of Cluster405,2.0
Area of Cluster406,2.0
Area of Cluster407,2.0
Area of Cluster408,2.0
Area of Cluster409,2.0
Area of Cluster410,2.0
Area of Cluster411,2.0
Area of Cluster412,2.0
Area of Cluster413,2.0
Area of Cluster414,2.0
Area of Cluster415,2.0
Area of Cluster416,2.0
Area of Cluster417,2.0
Area of Cluster418,2.0
Area of Cluster419,2.0
Area of Cluster420,2.0
Area of Cluster421,2.0
Area of Cluster422,2.0
Area of Cluster423,2.0
Area of Cluster424,2.0
Area of Cluster425,2.0
Area of Cluster426,2.0
Area of Cluster427,2.0
Area of Cluster428,2.0
Area of Cluster429,2.0
Area of Cluster430,2.0
Area of Cluster431,2.0
Area of Cluster432,2.0
Area of Cluster433,2.0
Area of Cluster434,2.0
Area of Cluster435,2.0
Area of Cluster436,2.0
Area of Cluster437,2.0
Area of Cluster438,2.0
Area of Cluster439,2.0
Area of Cluster440,2.0
Area of Cluster441,2.0
Area of Cluster442,2.0
Area of Cluster443,2.0
Area of Cluster444,2.0
Area of Cluster445,2.0
Area of Cluster446,2.5
Area of Cluster447,2.5
Area of Cluster448,2.5
Area of Cluster449,2.5
Area of Cluster450,2.5
Area of Cluster451,2.5
Area of Cluster452,2.5
Area of Cluster453,2.5
Area of Cluster454,2.5
Area of Cluster455,2.5
Area of Cluster456,2.5
Area of Cluster457,2.5
Area of Cluster458,2.5
Area of Cluster459,2.5
Area of Cluster460,2.5
Area of Cluster461,2.5
Area of Cluster462,2.5
Area of Cluster463,2.5
Area of Cluster464,2.5
Area of Cluster465,2.5
Area of Cluster466,2.5
Area of Cluster467,2.5
Area of Cluster468,2.5
Area of Cluster469,3.0
Area of Cluster470,3.0
Area of Cluster471,3.0
Area of Cluster472,3.0
Area of Cluster473,3.0
Area of Cluster474,3.0
Area of Cluster475,3.0
Area of Cluster476,3.0
Area of Cluster477,3.0
Area of Cluster478,3.0
Area of Cluster479,3.0
Area of Cluster480,3.0
Area of Cluster481,3.0
Area of Cluster482,3.0
Area of Cluster483,3.0
Area of Cluster484,3.0
Area of Cluster485,3.0
Area of Cluster486,3.0
Area of Cluster487,3.0
Area of Cluster488,3.0
Area of Cluster489,3.0
Area of Cluster490,3.0
Area of Cluster491,3.0
Area of Cluster492,3.0
Area of Cluster493,3.5
Area of Cluster494,3.5
Area of Cluster495,3.5
Area of Cluster496,3.5
Area of Cluster497,3.5
Area of Cluster498,3.5
Area of Cluster499,3.5
Area of Cluster500,3.5
Area of Cluster501,3.5
Area of Cluster502,3.5
Area of Cluster503,3.5
Area of Cluster504,3.5
Area of Cluster505,3.5
Area of Cluster506,3.5
Area of Cluster507,3.5
Area of Cluster508,3.5
Area of Cluster509,4.0
Area of Cluster510,4.0
Area of Cluster511,4.0
Area of Cluster512,4.0
Area of Cluster513,4.0
Area of Cluster514,4.0
Area of Cluster515,4.0
Area of Cluster516,4.0
Area of Cluster517,4.0
Area of Cluster518,4.0
Area of Cluster519,4.0
Area of Cluster520,4.0
Area of Cluster521,4.0
Area of Cluster522,4.0
Area of Cluster523,4.0
Area of Cluster524,4.0
Area of Cluster525,4.0
Area of Cluster526,4.0
Area of Cluster527,4.0
Area of Cluster528,4.0
Area of Cluster529,4.5
Area of Cluster530,4.5
Area of Cluster531,4.5
Area of Cluster532,4.5
Area of Cluster533,4.5
Area of Cluster534,4.5
Area of Cluster535,4.5
Area of Cluster536,4.5
Area of Cluster537,4.5
Area of Cluster538,4.5
Area of Cluster539,4.5
Area of Cluster540,4.5
Area of Cluster541,4.5
Area of Cluster542,4.5
Area of Cluster543,4.5
Area of Cluster544,5.0
Area of Cluster545,5.0
Area of Cluster546,5.0
Area of Cluster547,5.0
Area of Cluster548,5.0
Area of Cluster549,5.0
Area of Cluster550,5.0
Area of Cluster551,5.0
Area of Cluster552,5.0
Area of Cluster553,5.0
Area of Cluster554,5.0
Area of Cluster555,5.0
Area of Cluster556,5.0
Area of Cluster557,5.0
Area of Cluster558,5.0
Area of Cluster559,5.5
Area of Cluster560,5.5
Area of Cluster561,5.5
Area of Cluster562,5.5
Area of Cluster563,5.5
Area of Cluster564,5.5
Area of Cluster565,5.5
Area of Cluster566,5.5
Area of Cluster567,5.5
Area of Cluster568,5.5
Area of Cluster569,5.5
Area of Cluster570,5.5
Area of Cluster571,5.5
Area of Cluster572,5.5
Area of Cluster573,5.5
Area of Cluster574,5.5
Area of Cluster575,5.5
Area of Cluster576,5.5
Area of Cluster577,5.5
Area of Cluster578,6.0
Area of Cluster579,6.0
Area of Cluster580,6.0
Area of Cluster581,6.0
Area of Cluster582,6.0
Area of Cluster583,6.0
Area of Cluster584,6.0
Area of Cluster585,6.0
Area of Cluster586,6.0
Area of Cluster587,6.0
Area of Cluster588,6.0
Area of Cluster589,6.0
Area of Cluster590,6.0
Area of Cluster591,6.0
Area of Cluster592,6.0
Area of Cluster593,6.0
Area of Cluster594,6.5
Area of Cluster595,6.5
Area of Cluster596,6.5
Area of Cluster597,6.5
Area of Cluster598,6.5
Area of Cluster599,6.5
Area of Cluster600,7.0
Area of Cluster601,7.0
Area of Cluster602,7.0
Area of Cluster603,7.0
Area of Cluster604,7.0
Area of Cluster605,7.0
Area of Cluster606,7.0
Area of Cluster607,7.0
Area of Cluster608,7.0
Area of Cluster609,7.0
Area of Cluster610,7.0
Area of Cluster611,7.0
Area of Cluster612,7.0
Area of Cluster613,7.0
Area of Cluster614,7.0
Area of Cluster615,7.0
Area of Cluster616,7.0
Area of Cluster617,7.0
Area of Cluster618,7.0
Area of Cluster619,7.0
Area of Cluster620,7.0
Area of Cluster621,7.5
Area of Cluster622,7.5
Area of Cluster623,7.5
Area of Cluster624,7.5
Area of Cluster625,8.0
Area of Cluster626,8.0
Area of Cluster627,8.0
Area of Cluster628,8.5
Area of Cluster629,8.5
Area of Cluster630,8.5
Area of Cluster631,8.5
Area of Cluster632,8.5
Area of Cluster633,8.5
Area of Cluster634,8.5
Area of Cluster635,8.5
Area of Cluster636,9.0
Area of Cluster637,9.0
Area of Cluster638,9.0
Area of Cluster639,9.0
Area of Cluster640,9.0
Area of Cluster641,9.0
Area of Cluster642,9.0
Area of Cluster643,9.0
Area of Cluster644,9.5
Area of Cluster645,9.5
Area of Cluster646,9.5
Area of Cluster647,9.5
Area of Cluster648,9.5
Area of Cluster649,9.5
Area of Cluster650,9.5
Area of Cluster651,10.0
Area of Cluster652,10.0
Area of Cluster653,10.0
Area of Cluster654,10.0
Area of Cluster655,10.5
Area of Cluster656,10.5
Area of Cluster657,10.5
Area of Cluster658,10.5
Area of Cluster659,11.0
Area of Cluster660,11.0
Area of Cluster661,11.0
Area of Cluster662,11.0
Area of Cluster663,11.0
Area of Cluster664,11.5
Area of Cluster665,11.5
Area of Cluster666,11.5
Area of Cluster667,11.5
Area of Cluster668,11.5
Area of Cluster669,11.5
Area of Cluster670,11.5
Area of Cluster671,11.5
Area of Cluster672,12.0
Area of Cluster673,12.0
Area of Cluster674,12.0
Area of Cluster675,12.0
Area of Cluster676,12.5
Area of Cluster677,12.5
Area of Cluster678,12.5
Area of Cluster679,12.5
Area of Cluster680,12.5
Area of Cluster681,12.5
Area of Cluster682,13.0
Area of Cluster683,13.0
Area of Cluster684,13.0
Area of Cluster685,13.0
Area of Cluster686,13.0
Area of Cluster687,13.0
Area of Cluster688,13.0
Area of Cluster689,13.5
Area of Cluster690,13.5
Area of Cluster691,13.5
Area of Cluster692,13.5
Area of Cluster693,13.5
Area of Cluster694,14.0
Area of Cluster695,14.0
Area of Cluster696,14.0
Area of Cluster697,14.0
Area of Cluster698,14.0
Area of Cluster699,14.0
Area of Cluster700,14.0
Area of Cluster701,14.0
Area of Cluster702,14.0
Area of Cluster703,14.0
Area of Cluster704,14.0
Area of Cluster705,14.5
Area of Cluster706,14.5
Area of Cluster707,14.5
Area of Cluster708,14.5
Area of Cluster709,15.0
Area of Cluster710,15.0
Area of Cluster711,15.5
Area of Cluster712,15.5
Area of Cluster713,15.5
Area of Cluster714,15.5
Area of Cluster715,15.5
Area of Cluster716,16.0
Area of Cluster717,16.0
Area of Cluster718,16.0
Area of Cluster719,16.0
Area of Cluster720,16.0
Area of Cluster721,16.0
Area of Cluster722,16.5
Area of Cluster723,16.5
Area of Cluster724,16.5
Area of Cluster725,16.5
Area of Cluster726,16.5
Area of Cluster727,16.5
Area of Cluster728,16.5
Area of Cluster729,16.5
Area of Cluster730,17.0
Area of Cluster731,17.0
Area of Cluster732,17.0
Area of Cluster733,17.5
Area of Cluster734,18.0
Area of Cluster735,18.0
Area of Cluster736,18.5
Area of Cluster737,18.5
Area of Cluster738,18.5
Area of Cluster739,18.5
Area of Cluster740,19.0
Area of Cluster741,19.5
Area of Cluster742,19.5
Area of Cluster743,19.5
Area of Cluster744,19.5
Area of Cluster745,20.0
Area of Cluster746,20.0
Area of Cluster747,20.5
Area of Cluster748,20.5
Area of Cluster749,21.0
Area of Cluster750,21.0
Area of Cluster751,21.0
Area of Cluster752,21.0
Area of Cluster753,21.0
Area of Cluster754,21.5
Area of Cluster755,21.5
Area of Cluster756,21.5
Area of Cluster757,21.5
Area of Cluster758,22.0
Area of Cluster759,22.0
Area of Cluster760,22.0
Area of Cluster761,22.5
Area of Cluster762,22.5
Area of Cluster763,22.5
Area of Cluster764,22.5
Area of Cluster765,22.5
Area of Cluster766,23.0
Area of Cluster767,23.0
Area of Cluster768,23.0
Area of Cluster769,23.0
Area of Cluster770,23.5
Area of Cluster771,23.5
Area of Cluster772,23.5
Area of Cluster773,24.0
Area of Cluster774,24.0
Area of Cluster775,24.5
Area of Cluster776,24.5
Area of Cluster777,24.5
Area of Cluster778,24.5
Area of Cluster779,24.5
Area of Cluster780,24.5
Area of Cluster781,24.5
Area of Cluster782,25.0
Area of Cluster783,25.0
Area of Cluster784,25.0
Area of Cluster785,25.5
Area of Cluster786,25.5
Area of Cluster787,25.5
Area of Cluster788,25.5
Area of Cluster789,25.5
Area of Cluster790,25.5
Area of Cluster791,26.0
Area of Cluster792,26.0
Area of Cluster793,26.0
Area of Cluster794,26.0
Area of Cluster795,26.0
Area of Cluster796,26.5
Area of Cluster797,26.5
Area of Cluster798,26.5
Area of Cluster799,26.5
Area of Cluster800,27.0
Area of Cluster801,27.0
Area of Cluster802,27.0
Area of Cluster803,27.0
Area of Cluster804,27.5
Area of Cluster805,27.5
Area of Cluster806,27.5
Area of Cluster807,27.5
Area of Cluster808,28.0
Area of Cluster809,28.0
Area of Cluster810,28.5
Area of Cluster811,28.5
Area of Cluster812,28.5
Area of Cluster813,28.5
Area of Cluster814,29.0
Area of Cluster815,29.0
Area of Cluster816,29.0
Area of Cluster817,29.5
Area of Cluster818,29.5
Area of Cluster819,30.0
Area of Cluster820,30.5
Area of Cluster821,30.5
Area of Cluster822,30.5
Area of Cluster823,30.5
Area of Cluster824,31.0
Area of Cluster825,31.0
Area of Cluster826,31.0
Area of Cluster827,31.5
Area of Cluster828,31.5
Area of Cluster829,31.5
Area of Cluster830,31.5
Area of Cluster831,32.0
Area of Cluster832,32.0
Area of Cluster833,32.0
Area of Cluster834,32.0
Area of Cluster835,32.5
Area of Cluster836,32.5
Area of Cluster837,32.5
Area of Cluster838,32.5
Area of Cluster839,33.0
Area of Cluster840,33.0
Area of Cluster841,33.5
Area of Cluster842,33.5
Area of Cluster843,33.5
Area of Cluster844,34.0
Area of Cluster845,34.0
Area of Cluster846,34.0
Area of Cluster847,34.5
Area of Cluster848,34.5
Area of Cluster849,34.5
Area of Cluster850,35.0
Area of Cluster851,35.0
Area of Cluster852,35.0
Area of Cluster853,35.5
Area of Cluster854,35.5
Area of Cluster855,35.5
Area of Cluster856,37.0
Area of Cluster857,37.0
Area of Cluster858,37.5
Area of Cluster859,37.5
Area of Cluster860,37.5
Area of Cluster861,37.5
Area of Cluster862,37.5
Area of Cluster863,37.5
Area of Cluster864,37.5
Area of Cluster865,38.5
Area of Cluster866,38.5
Area of Cluster867,39.0
Area of Cluster868,40.0
Area of Cluster869,40.0
Area of Cluster870,40.0
Area of Cluster871,40.0
Area of Cluster872,40.0
Area of Cluster873,40.0
Area of Cluster874,40.5
Area of Cluster875,40.5
Area of Cluster876,41.0
Area of Cluster877,41.5
Area of Cluster878,41.5
Area of Cluster879,41.5
Area of Cluster880,41.5
Area of Cluster881,42.5
Area of Cluster882,42.5
Area of Cluster883,43.0
Area of Cluster884,43.0
Area of Cluster885,43.5
Area of Cluster886,43.5
Area of Cluster887,43.5
Area of Cluster888,43.5
Area of Cluster889,44.5
Area of Cluster890,45.5
Area of Cluster891,45.5
Area of Cluster892,45.5
Area of Cluster893,45.5
Area of Cluster894,46.0
Area of Cluster895,47.5
Area of Cluster896,47.5
Area of Cluster897,48.0
Area of Cluster898,48.0
Area of Cluster899,48.5
Area of Cluster900,48.5
Area of Cluster901,49.0
Area of Cluster902,49.0
Area of Cluster903,51.0
Area of Cluster904,51.0
Area of Cluster905,51.0
Area of Cluster906,52.0
Area of Cluster907,52.0
Area of Cluster908,52.5
Area of Cluster909,52.5
Area of Cluster910,52.5
Area of Cluster911,52.5
Area of Cluster912,53.5
Area of Cluster913,53.5
Area of Cluster914,53.5
Area of Cluster915,54.0
Area of Cluster916,54.0
Area of Cluster917,54.0
Area of Cluster918,54.5
Area of Cluster919,55.0
Area of Cluster920,55.0
Area of Cluster921,55.0
Area of Cluster922,56.5
Area of Cluster923,56.5
Area of Cluster924,57.0
Area of Cluster925,57.0
Area of Cluster926,57.5
Area of Cluster927,58.0
Area of Cluster928,58.5
Area of Cluster929,58.5
Area of Cluster930,59.0
Area of Cluster931,60.5
Area of Cluster932,61.0
Area of Cluster933,61.5
Area of Cluster934,62.5
Area of Cluster935,63.0
Area of Cluster936,63.5
Area of Cluster937,65.0
Area of Cluster938,65.0
Area of Cluster939,65.5
Area of Cluster940,65.5
Area of Cluster941,65.5
Area of Cluster942,66.0
Area of Cluster943,66.5
Area of Cluster944,67.5
Area of Cluster945,68.5
Area of Cluster946,70.0
Area of Cluster947,70.5
Area of Cluster948,71.5
Area of Cluster949,72.0
Area of Cluster950,72.0
Area of Cluster951,72.0
Area of Cluster952,72.5
Area of Cluster953,72.5
Area of Cluster954,73.5
Area of Cluster955,75.0
Area of Cluster956,75.5
Area of Cluster957,77.0
Area of Cluster958,77.0
Area of Cluster959,77.5
Area of Cluster960,78.5
Area of Cluster961,79.5
Area of Cluster962,79.5
Area of Cluster963,79.5
Area of Cluster964,80.0
Area of Cluster965,80.5
Area of Cluster966,80.5
Area of Cluster967,84.0
Area of Cluster968,85.0
Area of Cluster969,85.5
Area of Cluster970,85.5
Area of Cluster971,85.5
Area of Cluster972,86.0
Area of Cluster973,86.0
Area of Cluster974,87.0
Area of Cluster975,87.5
Area of Cluster976,87.5
Area of Cluster977,88.0
Area of Cluster978,89.0
Area of Cluster979,89.0
Area of Cluster980,91.5
Area of Cluster981,93.0
Area of Cluster982,93.5
Area of Cluster983,94.0
Area of Cluster984,94.0
Area of Cluster985,94.0
Area of Cluster986,95.0
Area of Cluster987,95.0
Area of Cluster988,95.5
Area of Cluster989,96.0
Area of Cluster990,97.0
Area of Cluster991,97.5
Area of Cluster992,98.0
Area of Cluster993,98.0
Area of Cluster994,99.0
Area of Cluster995,100.0
Area of Cluster996,100.5
Area of Cluster997,100.5
Area of Cluster998,100.5
Area of Cluster999,102.0
Area of Cluster1000,103.0
Area of Cluster1001,104.0
Area of Cluster1002,104.5
Area of Cluster1003,104.5
Area of Cluster1004,105.0
Area of Cluster1005,105.0
Area of Cluster1006,107.5
Area of Cluster1007,108.0
Area of Cluster1008,109.5
Area of Cluster1009,109.5
Area of Cluster1010,110.0
Area of Cluster1011,111.0
Area of Cluster1012,111.0
Area of Cluster1013,111.0
Area of Cluster1014,112.0
Area of Cluster1015,112.5
Area of Cluster1016,113.0
Area of Cluster1017,113.0
Area of Cluster1018,113.5
Area of Cluster1019,114.5
Area of Cluster1020,117.0
Area of Cluster1021,119.0
Area of Cluster1022,119.0
Area of Cluster1023,119.0
Area of Cluster1024,119.0
Area of Cluster1025,120.0
Area of Cluster1026,120.5
Area of Cluster1027,121.0
Area of Cluster1028,123.5
Area of Cluster1029,125.0
Area of Cluster1030,127.5
Area of Cluster1031,127.5
Area of Cluster1032,129.0
Area of Cluster1033,131.0
Area of Cluster1034,131.5
Area of Cluster1035,132.5
Area of Cluster1036,133.5
Area of Cluster1037,136.0
Area of Cluster1038,138.5
Area of Cluster1039,139.0
Area of Cluster1040,139.5
Area of Cluster1041,140.0
Area of Cluster1042,141.0
Area of Cluster1043,141.5
Area of Cluster1044,142.5
Area of Cluster1045,145.0
Area of Cluster1046,145.5
Area of Cluster1047,145.5
Area of Cluster1048,146.0
Area of Cluster1049,149.5
Area of Cluster1050,157.0
Area of Cluster1051,157.0
Area of Cluster1052,158.0
Area of Cluster1053,159.0
Area of Cluster1054,160.0
Area of Cluster1055,160.5
Area of Cluster1056,162.5
Area of Cluster1057,163.0
Area of Cluster1058,165.0
Area of Cluster1059,167.5
Area of Cluster1060,168.5
Area of Cluster1061,169.0
Area of Cluster1062,170.5
Area of Cluster1063,173.5
Area of Cluster1064,174.5
Area of Cluster1065,176.0
Area of Cluster1066,177.0
Area of Cluster1067,177.0
Area of Cluster1068,178.0
