EXPERIMENTO,NUMERO DE CLUSTERS,AREA,% DA AREA,N.C(2.3 - 3.3),AREA(2.3 - 3.3),% da area (2.3 - 3.3),N.C(3.3 - 4.3),AREA(3.3 - 4.3),% da area (3.3 - 4.3),N.C(4.3 - 5.3),AREA(4.3 - 5.3),% da area (4.3 - 5.3),N.C(5.3 - 6.3),AREA(5.3 - 6.3),% da area (5.3 - 6.3)
5_1.jpg,507,47222.5,6.378384876383126,145,2466.0,0.3330848029045643,169,7989.5,1.0791488373098201,137,17137.5,2.314777295124481,49,15100.5,2.0396379019709543
4_1.jpg,508,40081.0,4.986191281847134,162,2714.5,0.33769158041401276,168,7967.0,0.9911176353503185,140,16626.5,2.0683842555732483,35,10491.5,1.305172671178344
8_1.jpg,482,43373.5,5.558652702591863,157,2789.5,0.3574962065288714,148,6531.0,0.8369986466535433,119,14286.5,1.830926529691601,52,15547.0,1.9924694471784776
9_1.jpg,506,47586.0,6.271349949392713,146,2488.0,0.3278930499325236,176,8390.5,1.1057824097503375,124,15115.5,1.9920688891700404,53,16521.5,2.177365363529015
2_1.jpg,565,45014.0,5.557393726295828,197,3309.0,0.4085265881795196,182,8301.5,1.0248967880847029,138,15688.0,1.936828381795196,43,13772.0,1.7002804993678888
14_1.jpg,472,53833.0,7.066033476142473,116,1904.5,0.24998162382392472,138,6278.0,0.8240402385752689,146,17472.5,2.293412403393817,61,20437.5,2.682593560987903
3_1.jpg,561,41062.0,5.121278336526181,187,3114.0,0.3883800287356322,192,8534.0,1.0643658205619413,146,17197.0,2.1448206018518516,34,10696.5,1.3340741738505748
7_1.jpg,512,37169.0,4.191437824769053,175,2998.0,0.33807556293302543,181,8276.5,0.9333163431004619,120,14835.5,1.672955308169746,34,9735.5,1.0978434432736721
6_1.jpg,538,45167.0,5.520450367647059,168,2870.5,0.3508413837609512,178,8111.0,0.9913514940550688,140,16647.0,2.034647801939925,47,13788.0,1.6852119837296622
10_1.jpg,489,44365.0,5.943099494170096,138,2332.0,0.31239283264746226,177,8064.5,1.080313893175583,119,14029.0,1.8793134859396434,47,13962.0,1.870338220164609
13_1.jpg,484,47558.5,5.849351090207809,140,2323.5,0.28577367364609574,161,7139.5,0.8781067970717884,120,14573.5,1.792434961429471,55,18121.0,2.228751771095718
1_1.jpg,539,33028.5,4.011740613339552,205,3465.5,0.42093001787935325,204,9178.5,1.1148481226679106,107,12377.5,1.503408251710199,21,6532.0,0.7933962997512438
12_1.jpg,465,46340.0,6.320377967877095,136,2182.0,0.29760605796089384,147,6807.0,0.9284163320530726,126,15892.0,2.1675322974860336,48,15632.5,2.132138726431564
11_1.jpg,475,49124.0,6.36242125331565,145,2451.0,0.31744757128647216,129,5837.0,0.7559940732758621,131,15652.5,2.0272738105106103,59,17675.5,2.289287860576923
15_1.jpg,467,49156.5,7.080294178650442,157,2603.5,0.3749971192846608,127,5922.5,0.8530518298303835,108,13393.0,1.929071026917404,67,21337.0,3.073291159660767
