EXPERIMENTO,NUMERO DE CLUSTERS,AREA,% DA AREA,N.C(2.3 - 3.3),AREA(2.3 - 3.3),% da area (2.3 - 3.3),N.C(3.3 - 4.3),AREA(3.3 - 4.3),% da area (3.3 - 4.3),N.C(4.3 - 5.3),AREA(4.3 - 5.3),% da area (4.3 - 5.3),N.C(5.3 - 6.3),AREA(5.3 - 6.3),% da area (5.3 - 6.3)
5_1.jpg,180,16242.5,8.06159420289855,47,812.5,0.4032658328370062,69,3246.0,1.6110780226325194,43,5514.5,2.7369962279134405,20,6047.0,3.0012904506650786
4_1.jpg,183,18838.0,10.059487573825468,47,859.5,0.45897279805196883,51,2452.0,1.3093674238783335,59,7051.0,3.765232343297769,25,7708.0,4.1160701889291165
8_1.jpg,185,18939.5,11.564694388471636,47,745.0,0.4549062709898028,60,2800.5,1.7100201502106613,53,6406.0,3.9115833180680224,23,7459.5,4.554863528118703
9_1.jpg,172,18020.0,10.251450676982591,42,719.5,0.409318466264649,55,2425.5,1.3798498122653318,51,6165.0,3.507224940266242,20,6310.5,3.5899988622141312
2_1.jpg,199,20082.0,11.521514629948365,49,828.0,0.4750430292598967,64,2909.5,1.6692484222604704,57,6750.5,3.8729202524383246,27,8297.5,4.760470453241537
14_1.jpg,218,17061.0,8.370210469508905,65,1022.0,0.5013982240102046,75,3374.5,1.6555462885738115,60,7241.0,3.5524701957513614,18,5423.5,2.660795761173527
3_1.jpg,181,15054.5,7.688712972420838,50,828.0,0.42288049029622066,66,3041.0,1.5531154239019407,52,6776.0,3.460674157303371,12,3548.5,1.812308478038815
7_1.jpg,202,17583.0,9.256451561957105,69,1169.5,0.6156753740379249,62,2948.5,1.5522179053876202,46,5423.5,2.8551649346683936,23,6892.0,3.6282468387083187
6_1.jpg,160,19604.5,12.265768217679925,29,484.0,0.30281985347022794,46,2239.0,1.4008546527269428,55,6703.5,4.1941175366480845,27,8347.0,5.222391150652877
10_1.jpg,179,15868.0,8.872338522096976,40,685.0,0.383006799069601,56,2638.0,1.474995526927894,68,7809.5,4.366557076400071,14,4087.0,2.285180712113079
13_1.jpg,254,18450.0,9.790810965708282,80,1347.0,0.7148088005858566,87,3988.0,2.116301036923828,71,8547.0,4.53561307988665,16,4568.0,2.4240880483119476
1_1.jpg,194,16846.5,8.904399211387313,59,992.5,0.5245965759832552,59,2636.5,1.3935505013399017,55,6521.5,3.4470091388159183,19,5309.0,2.806129190826299
12_1.jpg,196,16034.5,8.056849414874106,47,822.0,0.4130300426596723,78,3681.0,1.8495907384796273,52,5725.0,2.876638679107815,19,5806.5,2.9175899546269917
11_1.jpg,164,17641.5,9.992353440951572,42,749.0,0.42424242424242425,47,2100.5,1.1897479467572925,50,6279.0,3.556499575191164,22,6428.0,3.640894930614557
15_1.jpg,239,16885.5,9.448918037190198,68,1152.0,0.6446450255451783,87,3916.0,2.1913454166969775,71,7948.5,4.447882799952994,12,3316.5,1.8558725930734234
