exp7_7_2,Number of Total Clusters
Area of Cluster373,4.5
Area of Cluster374,4.5
Area of Cluster375,4.5
Area of Cluster376,4.5
Area of Cluster377,4.5
Area of Cluster378,4.5
Area of Cluster379,4.5
Area of Cluster380,4.5
Area of Cluster381,4.5
Area of Cluster382,4.5
Area of Cluster383,4.5
Area of Cluster384,4.5
Area of Cluster385,5.0
Area of Cluster386,5.0
Area of Cluster387,5.0
Area of Cluster388,5.0
Area of Cluster389,5.0
Area of Cluster390,5.0
Area of Cluster391,5.0
Area of Cluster392,5.0
Area of Cluster393,5.0
Area of Cluster394,5.0
Area of Cluster395,5.0
Area of Cluster396,5.0
Area of Cluster397,5.0
Area of Cluster398,5.0
Area of Cluster399,5.0
Area of Cluster400,5.5
Area of Cluster401,5.5
Area of Cluster402,5.5
Area of Cluster403,5.5
Area of Cluster404,5.5
Area of Cluster405,5.5
Area of Cluster406,5.5
Area of Cluster407,5.5
Area of Cluster408,5.5
Area of Cluster409,5.5
Area of Cluster410,5.5
Area of Cluster411,5.5
Area of Cluster412,5.5
Area of Cluster413,5.5
Area of Cluster414,5.5
Area of Cluster415,6.0
Area of Cluster416,6.0
Area of Cluster417,6.0
Area of Cluster418,6.0
Area of Cluster419,6.0
Area of Cluster420,6.0
Area of Cluster421,6.0
Area of Cluster422,6.0
Area of Cluster423,6.0
Area of Cluster424,6.0
Area of Cluster425,6.0
Area of Cluster426,6.0
Area of Cluster427,6.5
Area of Cluster428,6.5
Area of Cluster429,6.5
Area of Cluster430,6.5
Area of Cluster431,6.5
Area of Cluster432,7.0
Area of Cluster433,7.0
Area of Cluster434,7.0
Area of Cluster435,7.0
Area of Cluster436,7.0
Area of Cluster437,7.0
Area of Cluster438,7.0
Area of Cluster439,7.0
Area of Cluster440,7.0
Area of Cluster441,7.0
Area of Cluster442,7.0
Area of Cluster443,7.5
Area of Cluster444,7.5
Area of Cluster445,7.5
Area of Cluster446,7.5
Area of Cluster447,7.5
Area of Cluster448,7.5
Area of Cluster449,7.5
Area of Cluster450,7.5
Area of Cluster451,7.5
Area of Cluster452,8.0
Area of Cluster453,8.0
Area of Cluster454,8.0
Area of Cluster455,8.0
Area of Cluster456,8.0
Area of Cluster457,8.0
Area of Cluster458,8.0
Area of Cluster459,8.0
Area of Cluster460,8.0
Area of Cluster461,8.0
Area of Cluster462,8.0
Area of Cluster463,8.0
Area of Cluster464,8.0
Area of Cluster465,8.0
Area of Cluster466,8.5
Area of Cluster467,8.5
Area of Cluster468,8.5
Area of Cluster469,8.5
Area of Cluster470,8.5
Area of Cluster471,8.5
Area of Cluster472,8.5
Area of Cluster473,8.5
Area of Cluster474,8.5
Area of Cluster475,8.5
Area of Cluster476,9.0
Area of Cluster477,9.0
Area of Cluster478,9.0
Area of Cluster479,9.0
Area of Cluster480,9.0
Area of Cluster481,9.0
Area of Cluster482,9.0
Area of Cluster483,9.0
Area of Cluster484,9.0
Area of Cluster485,9.5
Area of Cluster486,9.5
Area of Cluster487,9.5
Area of Cluster488,9.5
Area of Cluster489,9.5
Area of Cluster490,9.5
Area of Cluster491,9.5
Area of Cluster492,10.0
Area of Cluster493,10.0
Area of Cluster494,10.0
Area of Cluster495,10.0
Area of Cluster496,10.0
Area of Cluster497,10.0
Area of Cluster498,10.0
Area of Cluster499,10.0
Area of Cluster500,10.0
Area of Cluster501,10.0
Area of Cluster502,10.0
Area of Cluster503,10.0
Area of Cluster504,10.0
Area of Cluster505,10.5
Area of Cluster506,10.5
Area of Cluster507,10.5
Area of Cluster508,10.5
Area of Cluster509,10.5
Area of Cluster510,11.0
Area of Cluster511,11.0
Area of Cluster512,11.5
Area of Cluster513,11.5
Area of Cluster514,11.5
Area of Cluster515,11.5
Area of Cluster516,12.0
Area of Cluster517,12.0
Area of Cluster518,12.0
Area of Cluster519,12.0
Area of Cluster520,12.0
Area of Cluster521,12.5
Area of Cluster522,12.5
Area of Cluster523,12.5
Area of Cluster524,12.5
Area of Cluster525,12.5
Area of Cluster526,12.5
Area of Cluster527,12.5
Area of Cluster528,12.5
Area of Cluster529,13.0
Area of Cluster530,13.0
Area of Cluster531,13.0
Area of Cluster532,13.0
Area of Cluster533,13.0
Area of Cluster534,13.0
Area of Cluster535,13.5
Area of Cluster536,13.5
Area of Cluster537,13.5
Area of Cluster538,13.5
Area of Cluster539,13.5
Area of Cluster540,14.0
Area of Cluster541,14.0
Area of Cluster542,14.0
Area of Cluster543,14.0
Area of Cluster544,14.0
Area of Cluster545,14.0
Area of Cluster546,14.0
Area of Cluster547,14.0
Area of Cluster548,14.5
Area of Cluster549,14.5
Area of Cluster550,14.5
Area of Cluster551,14.5
Area of Cluster552,14.5
Area of Cluster553,14.5
Area of Cluster554,14.5
Area of Cluster555,15.0
Area of Cluster556,15.0
Area of Cluster557,15.0
Area of Cluster558,15.0
Area of Cluster559,15.5
Area of Cluster560,15.5
Area of Cluster561,15.5
Area of Cluster562,15.5
Area of Cluster563,15.5
Area of Cluster564,15.5
Area of Cluster565,15.5
Area of Cluster566,15.5
Area of Cluster567,15.5
Area of Cluster568,16.0
Area of Cluster569,16.5
Area of Cluster570,16.5
Area of Cluster571,16.5
Area of Cluster572,17.0
Area of Cluster573,17.0
Area of Cluster574,17.0
Area of Cluster575,17.5
Area of Cluster576,17.5
Area of Cluster577,17.5
Area of Cluster578,17.5
Area of Cluster579,17.5
Area of Cluster580,17.5
Area of Cluster581,17.5
Area of Cluster582,18.0
Area of Cluster583,18.0
Area of Cluster584,18.0
Area of Cluster585,18.0
Area of Cluster586,18.5
Area of Cluster587,18.5
Area of Cluster588,18.5
Area of Cluster589,18.5
Area of Cluster590,18.5
Area of Cluster591,19.0
Area of Cluster592,19.0
Area of Cluster593,19.0
Area of Cluster594,19.0
Area of Cluster595,19.5
Area of Cluster596,19.5
Area of Cluster597,19.5
Area of Cluster598,20.0
Area of Cluster599,20.0
Area of Cluster600,20.5
Area of Cluster601,20.5
Area of Cluster602,21.0
Area of Cluster603,21.0
Area of Cluster604,21.0
Area of Cluster605,21.0
Area of Cluster606,21.5
Area of Cluster607,21.5
Area of Cluster608,21.5
Area of Cluster609,21.5
Area of Cluster610,22.0
Area of Cluster611,23.0
Area of Cluster612,23.0
Area of Cluster613,23.0
Area of Cluster614,23.0
Area of Cluster615,23.0
Area of Cluster616,23.0
Area of Cluster617,23.5
Area of Cluster618,23.5
Area of Cluster619,23.5
Area of Cluster620,23.5
Area of Cluster621,23.5
Area of Cluster622,23.5
Area of Cluster623,24.0
Area of Cluster624,24.0
Area of Cluster625,24.0
Area of Cluster626,24.0
Area of Cluster627,24.0
Area of Cluster628,24.0
Area of Cluster629,24.5
Area of Cluster630,24.5
Area of Cluster631,24.5
Area of Cluster632,24.5
Area of Cluster633,25.0
Area of Cluster634,25.0
Area of Cluster635,25.0
Area of Cluster636,25.0
Area of Cluster637,25.5
Area of Cluster638,25.5
Area of Cluster639,25.5
Area of Cluster640,25.5
Area of Cluster641,26.0
Area of Cluster642,27.5
Area of Cluster643,27.5
Area of Cluster644,27.5
Area of Cluster645,27.5
Area of Cluster646,28.0
Area of Cluster647,28.0
Area of Cluster648,29.0
Area of Cluster649,29.0
Area of Cluster650,29.0
Area of Cluster651,29.5
Area of Cluster652,29.5
Area of Cluster653,29.5
Area of Cluster654,30.0
Area of Cluster655,30.0
Area of Cluster656,30.0
Area of Cluster657,30.0
Area of Cluster658,30.5
Area of Cluster659,30.5
Area of Cluster660,30.5
Area of Cluster661,31.0
Area of Cluster662,31.0
Area of Cluster663,31.0
Area of Cluster664,31.5
Area of Cluster665,31.5
Area of Cluster666,31.5
Area of Cluster667,31.5
Area of Cluster668,31.5
Area of Cluster669,31.5
Area of Cluster670,31.5
Area of Cluster671,32.0
Area of Cluster672,32.5
Area of Cluster673,33.0
Area of Cluster674,33.0
Area of Cluster675,33.0
Area of Cluster676,33.5
Area of Cluster677,33.5
Area of Cluster678,34.0
Area of Cluster679,34.0
Area of Cluster680,34.5
Area of Cluster681,35.0
Area of Cluster682,35.0
Area of Cluster683,35.5
Area of Cluster684,35.5
Area of Cluster685,35.5
Area of Cluster686,36.5
Area of Cluster687,36.5
Area of Cluster688,36.5
Area of Cluster689,37.0
Area of Cluster690,37.5
Area of Cluster691,37.5
Area of Cluster692,38.0
Area of Cluster693,38.5
Area of Cluster694,39.0
Area of Cluster695,39.0
Area of Cluster696,39.0
Area of Cluster697,39.5
Area of Cluster698,39.5
Area of Cluster699,40.0
Area of Cluster700,40.0
Area of Cluster701,40.0
Area of Cluster702,40.5
Area of Cluster703,40.5
Area of Cluster704,40.5
Area of Cluster705,40.5
Area of Cluster706,41.0
Area of Cluster707,41.0
Area of Cluster708,41.0
Area of Cluster709,41.0
Area of Cluster710,41.0
Area of Cluster711,41.5
Area of Cluster712,42.0
Area of Cluster713,42.0
Area of Cluster714,42.0
Area of Cluster715,42.0
Area of Cluster716,42.0
Area of Cluster717,42.0
Area of Cluster718,42.5
Area of Cluster719,42.5
Area of Cluster720,42.5
Area of Cluster721,43.0
Area of Cluster722,43.0
Area of Cluster723,43.0
Area of Cluster724,43.0
Area of Cluster725,43.0
Area of Cluster726,43.5
Area of Cluster727,44.0
Area of Cluster728,44.0
Area of Cluster729,44.0
Area of Cluster730,44.5
Area of Cluster731,45.0
Area of Cluster732,45.0
Area of Cluster733,45.0
Area of Cluster734,45.5
Area of Cluster735,45.5
Area of Cluster736,45.5
Area of Cluster737,46.0
Area of Cluster738,46.0
Area of Cluster739,46.0
Area of Cluster740,46.0
Area of Cluster741,46.5
Area of Cluster742,46.5
Area of Cluster743,46.5
Area of Cluster744,47.0
Area of Cluster745,48.0
Area of Cluster746,48.0
Area of Cluster747,48.0
Area of Cluster748,48.0
Area of Cluster749,48.5
Area of Cluster750,49.0
Area of Cluster751,49.5
Area of Cluster752,50.0
Area of Cluster753,50.0
Area of Cluster754,50.0
Area of Cluster755,50.5
Area of Cluster756,51.0
Area of Cluster757,51.0
Area of Cluster758,51.0
Area of Cluster759,51.0
Area of Cluster760,51.5
Area of Cluster761,51.5
Area of Cluster762,51.5
Area of Cluster763,52.0
Area of Cluster764,53.0
Area of Cluster765,53.0
Area of Cluster766,53.0
Area of Cluster767,53.5
Area of Cluster768,53.5
Area of Cluster769,54.0
Area of Cluster770,55.5
Area of Cluster771,55.5
Area of Cluster772,55.5
Area of Cluster773,56.0
Area of Cluster774,56.0
Area of Cluster775,56.0
Area of Cluster776,56.5
Area of Cluster777,56.5
Area of Cluster778,56.5
Area of Cluster779,57.0
Area of Cluster780,57.0
Area of Cluster781,57.0
Area of Cluster782,57.5
Area of Cluster783,57.5
Area of Cluster784,58.0
Area of Cluster785,58.0
Area of Cluster786,58.5
Area of Cluster787,59.0
Area of Cluster788,59.0
Area of Cluster789,59.5
Area of Cluster790,59.5
Area of Cluster791,60.5
Area of Cluster792,60.5
Area of Cluster793,60.5
Area of Cluster794,61.0
Area of Cluster795,61.0
Area of Cluster796,61.5
Area of Cluster797,62.0
Area of Cluster798,62.5
Area of Cluster799,62.5
Area of Cluster800,62.5
Area of Cluster801,62.5
Area of Cluster802,62.5
Area of Cluster803,63.5
Area of Cluster804,63.5
Area of Cluster805,63.5
Area of Cluster806,64.0
Area of Cluster807,64.0
Area of Cluster808,64.0
Area of Cluster809,65.5
Area of Cluster810,65.5
Area of Cluster811,65.5
Area of Cluster812,66.0
Area of Cluster813,66.0
Area of Cluster814,66.0
Area of Cluster815,66.5
Area of Cluster816,68.0
Area of Cluster817,69.0
Area of Cluster818,70.5
Area of Cluster819,71.0
Area of Cluster820,71.0
Area of Cluster821,72.0
Area of Cluster822,72.0
Area of Cluster823,72.0
Area of Cluster824,72.0
Area of Cluster825,72.5
Area of Cluster826,72.5
Area of Cluster827,74.0
Area of Cluster828,74.0
Area of Cluster829,74.5
Area of Cluster830,74.5
Area of Cluster831,74.5
Area of Cluster832,75.0
Area of Cluster833,76.5
Area of Cluster834,77.0
Area of Cluster835,77.5
Area of Cluster836,77.5
Area of Cluster837,77.5
Area of Cluster838,78.0
Area of Cluster839,78.0
Area of Cluster840,79.0
Area of Cluster841,80.5
Area of Cluster842,80.5
Area of Cluster843,82.5
Area of Cluster844,83.0
Area of Cluster845,83.0
Area of Cluster846,83.0
Area of Cluster847,83.0
Area of Cluster848,83.5
Area of Cluster849,84.0
Area of Cluster850,84.5
Area of Cluster851,86.0
Area of Cluster852,86.5
Area of Cluster853,88.5
Area of Cluster854,88.5
Area of Cluster855,88.5
Area of Cluster856,89.0
Area of Cluster857,91.0
Area of Cluster858,91.0
Area of Cluster859,91.5
Area of Cluster860,91.5
Area of Cluster861,92.0
Area of Cluster862,92.5
Area of Cluster863,93.0
Area of Cluster864,94.0
Area of Cluster865,97.0
Area of Cluster866,97.5
Area of Cluster867,97.5
Area of Cluster868,99.5
Area of Cluster869,99.5
Area of Cluster870,100.0
Area of Cluster871,100.5
Area of Cluster872,100.5
Area of Cluster873,102.0
Area of Cluster874,102.0
Area of Cluster875,102.0
Area of Cluster876,103.0
Area of Cluster877,103.0
Area of Cluster878,103.0
Area of Cluster879,103.0
Area of Cluster880,103.0
Area of Cluster881,104.5
Area of Cluster882,104.5
Area of Cluster883,105.5
Area of Cluster884,107.5
Area of Cluster885,109.5
Area of Cluster886,110.5
Area of Cluster887,111.5
Area of Cluster888,115.5
Area of Cluster889,115.5
Area of Cluster890,116.5
Area of Cluster891,117.0
Area of Cluster892,118.0
Area of Cluster893,118.5
Area of Cluster894,120.0
Area of Cluster895,120.5
Area of Cluster896,122.0
Area of Cluster897,122.5
Area of Cluster898,123.5
Area of Cluster899,124.5
Area of Cluster900,125.0
Area of Cluster901,127.5
Area of Cluster902,128.0
Area of Cluster903,128.0
Area of Cluster904,128.0
Area of Cluster905,131.5
Area of Cluster906,132.0
Area of Cluster907,133.5
Area of Cluster908,133.5
Area of Cluster909,133.5
Area of Cluster910,134.5
Area of Cluster911,135.0
Area of Cluster912,135.0
Area of Cluster913,135.0
Area of Cluster914,136.0
Area of Cluster915,138.0
Area of Cluster916,139.0
Area of Cluster917,140.0
Area of Cluster918,140.5
Area of Cluster919,143.5
Area of Cluster920,144.0
Area of Cluster921,144.0
Area of Cluster922,144.5
Area of Cluster923,146.5
Area of Cluster924,151.0
Area of Cluster925,152.0
Area of Cluster926,155.5
Area of Cluster927,155.5
Area of Cluster928,158.0
Area of Cluster929,159.0
Area of Cluster930,159.0
Area of Cluster931,159.5
Area of Cluster932,161.5
Area of Cluster933,161.5
Area of Cluster934,161.5
Area of Cluster935,164.0
Area of Cluster936,165.5
Area of Cluster937,165.5
Area of Cluster938,167.5
Area of Cluster939,167.5
Area of Cluster940,168.0
Area of Cluster941,168.5
Area of Cluster942,169.0
Area of Cluster943,170.5
Area of Cluster944,175.0
Area of Cluster945,176.0
Area of Cluster946,182.5
Area of Cluster947,188.0
Area of Cluster948,189.0
Area of Cluster949,195.0
Area of Cluster950,204.0
Area of Cluster951,208.5
Area of Cluster952,210.5
Area of Cluster953,213.0
Area of Cluster954,215.5
Area of Cluster955,218.5
Area of Cluster956,224.0
Area of Cluster957,225.5
Area of Cluster958,232.5
Area of Cluster959,234.5
Area of Cluster960,235.0
Area of Cluster961,238.0
Area of Cluster962,240.0
Area of Cluster963,240.5
Area of Cluster964,253.5
Area of Cluster965,259.5
Area of Cluster966,262.5
Area of Cluster967,263.0
Area of Cluster968,264.5
Area of Cluster969,271.0
Area of Cluster970,274.0
Area of Cluster971,274.5
Area of Cluster972,275.5
Area of Cluster973,277.0
Area of Cluster974,284.0
Area of Cluster975,285.0
Area of Cluster976,294.0
Area of Cluster977,309.0
Area of Cluster978,312.5
Area of Cluster979,313.0
Area of Cluster980,320.0
Area of Cluster981,324.0
Area of Cluster982,330.5
Area of Cluster983,333.0
Area of Cluster984,333.5
Area of Cluster985,334.5
Area of Cluster986,336.5
Area of Cluster987,343.5
Area of Cluster988,391.0
Area of Cluster989,402.0
Area of Cluster990,416.5
Area of Cluster991,441.0
Area of Cluster992,490.5
Area of Cluster993,496.0
Area of Cluster994,514.0
Area of Cluster995,518.5
Area of Cluster996,546.5
Area of Cluster997,622.0
Area of Cluster998,700.5
Area of Cluster999,800.5
Area of Cluster1000,889.5
Area of Cluster1001,913.5
Area of Cluster1002,1320.5
Area of Cluster1003,1353.5
